0,1-1,「ちかい」と「おきて」について意味を説明でき、その実践に努力していることを隊長に認めてもらう。,true
1,1-2,日本の国旗の意味、歴史、仕様を説明でき、班や隊の活動で国旗を正しく掲揚できる。,false
2,1-3,外国旗およびその国のスカウト章を5か国以上見分ける。,false
3,2-1,体温、脈拍と体調との関係について説明する。,false
4,2-2-1,日常遭遇しやすい次のような場合の応急手当や対応を説明できる。ア）鼻血イ）目のちりウ）やけどエ）指の切り傷オ）立ちくらみカ）頭痛キ）蜂、ダニ、毛虫などの虫さされク）熱中症,false
5,2-2-2,三角布で他の人の頭、手、ひざ、足に包帯を巻き、腕を吊る方法を実演する。,false
6,2-2-3,隊または班の安全係を担当する。,false
7,3-1,16方位と方位角の呼び方を覚え、コンパスで進路を発見する。【読図章課目?と共通】,false
8,3-2,2万5千分の1地形図を用いて次のことをする。①図上に示された2つの地点の間の方位角、直線距離、標高差、道路に沿った歩行距離を読む。②真北と磁北の違いを説明する。③500m（または1㎞）ごとの方眼を正確に書き入れた地形図により、6桁（または8桁）座標読みを行い、示された地点に到達する。【読図章課目?と共通】,false
9,3-3,10個以上の地形図記号を覚える。,false
10,3-4,地図とコンパスを用いた10㎞程度のハイキングを計画し、隊長の指名する2級以上のスカウト（ただし、適任者がいない場合はベンチャースカウトも可）とともに、保護者の同意のもと実施し、報告する。このハイキングは、1.基本?および、6.班長会議?以外の課目を修了した後に、仕上げの課目として行う。,true
11,3-5,ナイフ、なた、のこぎりを安全に使用でき、手入れと保管ができる。,false
12,3-6,火口、焚き付け、薪を作り、マッチ2本で火を起こし、500mlの水を沸騰させる。,false
13,3-7,次のロープ結びの使いみちを理解し、実際に使う。①巻き結び②ねじ結び③引きとけ結び④ちぢめ結び⑤腰掛け結び⑥てぐす結び⑦てこ結び⑧張り綱結び,false
14,3-8,24個の小さな物を1分間観察し、そのうちの16個以上を記憶によって答える。【観察章課目?と共通】,false
15,3-9,100mの距離を誤差5%以内で歩測する。【計測章課目?と共通】,false
16,3-10,スカウトペースで2㎞を15分で移動する。【計測章課目?と共通】,false
17,3-11,片かな手旗信号で15の原画を理解し、10文字程度の語句を発信、受信できる。,false
18,3-12,自宅および活動場所から近隣の避難場所を探し、ルートを示すこと。,false
19,4-1,デンコーチとして3か月以上の奉仕、または社会奉仕活動を3回以上実施する。,false
20,5-1,スカウツオウン・サービスで、自分ができる役割を果たし、「ちかい」と「おきて」を日常で実践したこと、感じたことを発表する。【信仰奨励章?と共通】,false
21,6-1,初級スカウトとして3か月以上、隊および班活動に進んで参加したことを班長会議で認めてもらう。,false
